"id","code"
101,"NA"
102,"NA"
103,"NA"
6101,"VG"
6102,"PA"
6103,"VR"
6105,"VA"
6107,"VI"
6108,"VH"
6110,"VV"
6111,"VR"
6112,"PA"
6113,"VC"
6114,"VS"
6115,"NA"
10001,"RO"
